"old_names","new_names"
"ubiquinone metabolic process","ubiquinone metabolic process"
"ubiquinone biosynthetic process","ubiquinone biosynthetic process"
"copper ion binding","copper ion binding"
"aspartate metabolic process","aspartate metabolic process"
"aspartate ammonia-lyase activity","aspartate ammonia-lyase activity"
"carbon-nitrogen lyase activity","carbon-nitrogen lyase activity"
"ammonia-lyase activity","ammonia-lyase activity"
"solute:proton antiporter activity","solute:proton antiporter activity"
"solute:cation antiporter activity","solute:cation antiporter activity"
"monovalent cation:proton antiporter activity","monovalent cation:proton antiporter activity"
"cation:cation antiporter activity","cation:cation antiporter activity"
"metal ion transmembrane transporter activity","metal ion transmembrane transporter activity"
"sodium ion transport","sodium ion transport"
"sodium:proton antiporter activity","sodium:proton antiporter activity"
"sodium ion transmembrane transporter activity","sodium ion transmembrane transporter activity"
"sodium ion transmembrane transport","sodium ion transmembrane transport"
"metal ion:proton antiporter activity","metal ion:proton antiporter activity"
"L-serine metabolic process","L-serine metabolic process"
"L-serine biosynthetic process","L-serine biosynthetic process"
"serine family amino acid biosynthetic process","serine family amino acid biosynthetic process"
"serine family amino acid metabolic process","serine family amino acid metabolic process"
"acyl binding","acyl binding"
"prosthetic group binding","prosthetic group binding"
"acyl carrier activity","acyl carrier activity"
"phosphopantetheine-dependent carrier activity","phosphopantetheine-dependent carrier activity"
"ACP phosphopantetheine attachment site binding","ACP phosphopantetheine attachment site binding"
"lipooligosaccharide metabolic process","lipooligosaccharide metabolic process"
"glycolipid metabolic process","glycolipid metabolic process"
"membrane lipid metabolic process","membrane lipid metabolic process"
"lipooligosaccharide biosynthetic process","lipooligosaccharide biosynthetic process"
"glycolipid biosynthetic process","glycolipid biosynthetic process"
"lipid A biosynthetic process","lipid A biosynthetic process"
"membrane lipid biosynthetic process","membrane lipid biosynthetic process"
"lipid A metabolic process","lipid A metabolic process"
"peptidyl-tyrosine phosphorylation","peptidyl-tyrosine phosphorylation"
"protein tyrosine kinase activity","protein tyrosine kinase activity"
"peptidyl-tyrosine modification","peptidyl-tyrosine modification"
"ATPase-coupled lipid transmembrane transporter activity","ATPase-coupled lipid transmembrane transporter activity"
"ATPase-coupled transmembrane transporter activity","ATPase-coupled transmembrane transporter activity"
"ATPase dependent transmembrane transport complex","ATPase dependent transmembrane transport complex"
"ATP-binding cassette (ABC) transporter complex","ATP-binding cassette (ABC) transporter complex"
"ATP-dependent peptidase activity","ATP-dependent peptidase activity"
"chaperone-mediated protein folding","chaperone-mediated protein folding"
"'de novo' posttranslational protein folding","'de novo' posttranslational protein folding"
"chaperone cofactor-dependent protein refolding","chaperone cofactor-dependent protein refolding"
"'de novo' protein folding","'de novo' protein folding"
"oxidoreductase activity, acting on CH or CH2 groups","oxidoreductase activity, acting on CH or CH2 groups"
"ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor","ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor"
"oxidoreductase activity, acting on CH or CH2 groups, disulfide as acceptor","oxidoreductase activity, acting on CH or CH2 groups, disulfide as acceptor"
"ribonucleoside-diphosphate reductase activity","ribonucleoside-diphosphate reductase activity"
"ribonucleoside-diphosphate reductase complex","ribonucleoside-diphosphate reductase complex"
"deoxyribonucleotide metabolic process","deoxyribonucleotide metabolic process"
"deoxyribonucleotide biosynthetic process","deoxyribonucleotide biosynthetic process"
"ornithine metabolic process","ornithine metabolic process"
"ornithine carbamoyltransferase activity","ornithine carbamoyltransferase activity"
"carboxyl- or carbamoyltransferase activity","carboxyl- or carbamoyltransferase activity"
"glutamine family amino acid biosynthetic process","glutamine family amino acid biosynthetic process"
"arginine metabolic process","arginine metabolic process"
"arginine biosynthetic process","arginine biosynthetic process"
"arginine biosynthetic process via ornithine","arginine biosynthetic process via ornithine"
"citrulline biosynthetic process","citrulline biosynthetic process"
"citrulline metabolic process","citrulline metabolic process"
"fatty acid elongation","fatty acid elongation"
"mRNA 5'-UTR binding","mRNA 5'-UTR binding"
"transferase activity, transferring nitrogenous groups","transferase activity, transferring nitrogenous groups"
"transaminase activity","transaminase activity"
"hexosyltransferase activity","hexosyltransferase activity"
"peptidoglycan glycosyltransferase activity","peptidoglycan glycosyltransferase activity"
"response to antibiotic","response to antibiotic"
"regulation of DNA-binding transcription factor activity","regulation of DNA-binding transcription factor activity"
"negative regulation of DNA-binding transcription factor activity","negative regulation of DNA-binding transcription factor activity"
"negative regulation of molecular function","negative regulation of molecular function"
"cellular response to virus","cellular response to virus"
"response to external biotic stimulus","response to external biotic stimulus"
"response to biotic stimulus","response to biotic stimulus"
"phage shock","phage shock"
"response to external stimulus","response to external stimulus"
"biological process involved in interspecies interaction between organisms","biological process involved in interspecies interaction between organisms"
"response to other organism","response to other organism"
"response to virus","response to virus"
"alditol:NADP+ 1-oxidoreductase activity","alditol:NADP+ 1-oxidoreductase activity"
"aldo-keto reductase (NADP) activity","aldo-keto reductase (NADP) activity"
"alcohol dehydrogenase (NADP+) activity","alcohol dehydrogenase (NADP+) activity"
"cellular alkane metabolic process","cellular alkane metabolic process"
"alkane catabolic process","alkane catabolic process"
"hydrocarbon metabolic process","hydrocarbon metabolic process"
"hydrocarbon catabolic process","hydrocarbon catabolic process"
"succinate-semialdehyde dehydrogenase (NAD+) activity","succinate-semialdehyde dehydrogenase (NAD+) activity"
"succinate-semialdehyde dehydrogenase [NAD(P)+] activity","succinate-semialdehyde dehydrogenase [NAD(P)+] activity"
"endonuclease activity","endonuclease activity"
"N,N'-diacetylchitobiose import","N,N'-diacetylchitobiose import"
"prosthetic group biosynthetic process","prosthetic group biosynthetic process"
"prosthetic group metabolic process","prosthetic group metabolic process"
"triphosphoribosyl-dephospho-CoA synthase activity","triphosphoribosyl-dephospho-CoA synthase activity"
"guanyl ribonucleotide binding","guanyl ribonucleotide binding"
"GTP binding","GTP binding"
"guanyl nucleotide binding","guanyl nucleotide binding"
"GTPase activity","GTPase activity"
"N-acetylmuramoyl-L-alanine amidase activity","N-acetylmuramoyl-L-alanine amidase activity"
"oxidoreductase activity, acting on the CH-CH group of donors, oxygen as acceptor","oxidoreductase activity, acting on the CH-CH group of donors, oxygen as acceptor"
"coproporphyrinogen oxidase activity","coproporphyrinogen oxidase activity"
"heme biosynthetic process","heme biosynthetic process"
"protoporphyrinogen IX biosynthetic process","protoporphyrinogen IX biosynthetic process"
"porphyrin-containing compound metabolic process","porphyrin-containing compound metabolic process"
"porphyrin-containing compound biosynthetic process","porphyrin-containing compound biosynthetic process"
"tetrapyrrole biosynthetic process","tetrapyrrole biosynthetic process"
"tetrapyrrole metabolic process","tetrapyrrole metabolic process"
"protoporphyrinogen IX metabolic process","protoporphyrinogen IX metabolic process"
